"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
213,4,35822.405,25221.038,143.535,1740.86,0,5.668,10604334.752,9.17
214,4,35814.88,26269.731,59.617,158.053,113.454,2.569,2178637.527,11.31
215,4,35775.385,29868.854,190.59,5005.401,0,7.909,20645223.996,7.438
216,4,35920.353,24621.762,162.2,2853.567,0,5.869,11367756.317,7.778
217,4,35848.194,30507.068,145.531,1993.783,0,4.449,6532196.617,7.791
218,4,35977.005,27640.684,59.392,206.726,92.738,4.954,8098848.561,11.916
219,4,36002.12,28082.571,4.948,59.605,102.862,7.528,18702344.123,6.296
220,4,36126.194,24751.867,50.203,117.176,84.01,5.631,10465670.024,15.759
221,4,36215.321,27262.38,116.578,671.372,69.056,4.824,7678264.549,12.684
222,4,37119.869,26160.894,5.94,68.185,74.875,6.973,16047175.614,5.621
223,5,9980.459,39279.491,221.563,11211.304,0,6.371,13393542.123,4.858
224,5,10213.745,38486.117,31.625,86.192,278.594,7.039,16350115.277,12.642
225,5,10253.479,39397.922,157.021,3593.957,103.958,6.326,13207337.642,6.532
226,5,10432.829,37819.693,209.511,11828.638,0,6.873,15588464.029,4.467
227,5,10559.524,33201.242,1.539,73.615,162.125,11.639,44703834.13,6.537
228,5,10730.406,34301.048,220.523,12427.435,0,5.226,9014205.013,4.345
229,5,10728.287,37020.818,232.378,16548.471,0,10.751,38142979.921,4.771
230,5,10612.362,38796.024,247.071,15064.187,0,7.141,16830731.616,4.769
231,5,10788.687,35438.795,42.626,137.486,253.774,8.733,25166154.053,14.664
232,5,10838.269,33113.247,211.187,9794.873,0,8.152,21928972.104,5.396
233,5,10934.994,33794.308,365.303,29834.736,0,7.596,19040685.119,5.179
234,5,11051.1,37201.43,134.24,2262.938,139.419,7.349,17821377.33,7.748
235,5,11004.497,37782.546,218.994,11203.85,0,8.476,23707744.034,5.246
236,5,11251.254,34745.183,166.434,7072.381,72.183,8.86,25904591.485,5.035
237,5,11211.624,35628.618,87.067,610.428,217.815,13.351,58822250.939,17.029
238,5,11294.041,35145.153,221.94,13952.622,0,7.154,16889454.097,4.372
239,5,11278.558,36034.833,201.513,12016.675,0,12.795,54030128.163,5.33
240,5,21915.01,29876.443,199.649,5722.775,0,6.02,11960223.494,6.464
241,5,21889.243,30548.637,104.564,976.517,93.649,5.017,8305153.756,8.481
242,5,22878.709,30078.626,5.27,80.207,150.377,9.933,32561690.491,5.865
243,5,23360.516,29197.851,4.413,95.213,136.7,7.049,16399815.066,4.322
244,5,23596.387,29595.133,7.63,49.1,109.275,8.002,21131942.031,8.138
245,5,23860.772,29437.745,197.905,5012.241,0,7.646,19294843.132,7.726
246,5,23999.753,28880.484,1.936,72.687,80.834,9.97,32806167.953,6.013
247,5,26636.567,13362.849,4.376,58.206,200.847,7.078,16532937.799,6.143
248,5,26769.28,12697.165,216.346,11198.392,0,10.969,39704366.537,5.779
249,5,26965.349,13945.889,56.295,372.557,153.713,6.886,15649689.391,8.4
250,5,27011.119,13065.013,57.278,237.619,154.5,11.802,45970029.571,17.92
251,5,27193.715,14346.555,211.335,10405.617,0,10.472,36188884.949,5.763
252,5,27355.329,13518.454,190.795,7091.597,0,14.668,71000114.789,8.12
253,5,27441.042,14750.076,221.719,12257.251,0,9.408,29207681.829,5.224
254,5,27784.562,15255.968,75.462,316.79,139.599,9.261,28301382.006,17.986
255,5,27762.601,14231.463,178.217,6048.209,0,8.258,22507936.912,6.006
256,5,28220.15,15752.462,157.048,6410.405,0,11.676,44992691.907,5.633
257,5,28348.334,15023.742,220.273,13380.66,0,11.182,41261951.083,5.247
258,5,28641.83,15409.21,26.926,62.382,168.324,9.898,32331005.515,17.594
259,5,28876.186,16117.33,213.653,8121.117,0,6.821,15354365.977,5.838
260,5,32580.653,26167.147,184.831,5667.444,0,10.497,36365183.624,7.496
261,5,32641.605,26956.51,4.134,72.527,93.846,7.459,18358412.391,5.332
262,5,32864.777,27167.203,147.301,3770.521,4.582,3.533,4118239.6,5.136
263,5,33019.138,26439.716,52.904,78.501,93.291,10.729,37987177.656,40.656
264,5,33115.138,27394.383,222.131,8609.346,0,5.263,9142184.314,5.48
265,5,33330.04,27688.637,168.996,3896.132,0,6.876,15601986.169,7.053
266,5,33813.288,28173.415,154.839,2781.464,0,4.993,8227850.647,7.033
267,5,34128.394,27670.974,59.199,132.591,73.079,2.822,2628504.156,12.905
268,5,34646.653,29445.674,6.768,28.45,152.832,11.936,47020239.259,17.134
269,5,34740.491,28572.976,190.54,6052.784,0,7.627,19198709.11,6.378
270,5,35018.697,29898.561,131.427,1429.097,86.374,9.444,29436439.906,12.475
271,5,35516.426,29521.912,23.738,139.936,131.163,9.546,30075344.348,7.531
272,5,35815.56,25236.056,160.155,2326.478,0,4.323,6168343.532,7.9
273,5,35836.524,26239.688,4.288,70.682,127.795,9.559,30157797.244,6.207
